#;Código;Nombre genérico;Nombre comercial;Presentación
1;101097501;ABACAVIR 300mg, tableta, V.O.;ABACAVIR 3-- MG TABLETAS RECUBIERTAS;Pastilla - Cápsula
2;101099901;ABIRATERONA 250mg, tableta, V.O.;ABIRAVITAE 25- MG COMPRIMIDOS | ZYTIGA 25- MG COMPRIMIDOS | ABIRONE 25- MG TABLETAS | Acetato de Abiraterona 25- mg Tabletas;Pastilla - Cápsula
3;102048801;ACETILCOLINA CLORURO 1:100 o CARBACOL 0.01%, solución estéril, Vía Oftálmica.;Miostat -.-1% solución Intraocular estéril;Frasco de gotas
4;102073301;ACICLOVIR 25mg/ml, polvo liofilizado, I.V.;ZOVIRAX 25- MG/VIAL POLVO LIOFILIZADO PARA SOLUCIÓN INYECTABLE INFUSIÓN INTRAVENOSA | ISAVIR 25-MG/VIAL Polvo Liofilizado para Solución Inyectable Infusión Intravenosa | ACICLOVIR 25- MG/ FCO. AMP. POLVO LIOFILIZADO ESTÉRIL PARA RECONSTITUIR A SOLUCIÓN INYECTABLE POR INFUSIÓN I.V. LENTA;Vial/Ampolla
5;101085201;ACICLOVIR 400mg, cápsula o tableta, V.O.;Zovirax 4--mg Tabletas | AUROVIR - 4-- (4-- MG) TABLETAS RECUBIERTAS | Virax 4-- mg comprimidos ranurados | ACICLOVIR USP 4-- MG TABLETAS.;Pastilla - Cápsula
6;102079401;ADENOSINA 3mg/ml, solución, I.V.;ADENOSINA 6mg/2mL Solución Inyectable I.V. | Caden 6 mg/ 2 ml Solución Inyectable I.V.;Vial/Ampolla
7;102048201;ADRENALINA CLORURO (EPINEFRINA) 1:1,000, 1mg/ml, solución, 1ml, S.C. I.M. I.V.;PINADRINA 1MG/ML SOLUCIÓN INYECTABLE S.C., I.M., I.V. | ADRENALINA SINTETICA 1MG/ML SIN SULFITO SOLUCIÓN INYECTABLE;Vial/Ampolla
8;102051901;ALBÚMINA HUMANA POBRE EN SODIO 10g/50ml (20%) ó 12.5g/50ml (25%), solución, I.V.;ALBURX 2- SOLUCIÓN PARA INFUSIÓN DE USO INTRAVENOSO | Alburex 2- (2-%) Solución Inyectable para Infusión Intravenosa | ALBUMINA HUMANA GRIFOLS AL 2-% SOLUCION INYECTABLE I.V;Vial/Ampolla
9;101002401;ALFACALCIDOL 1mcg, cápsula, V.O.;ETALPHA 1 MCG CAPSULAS.;Pastilla - Cápsula
10;102097801;ALTEPLASA (rtpA) 50mg, polvo liofilizado, I.V.;Actilyse 5- mg/vial polvo liofilizado + solvente para solución inyectable I.V.;Vial/Ampolla
11;102043901;AMIKACINA SULFATO 250mg/ml, solución, I.M., I.V.;A.M.K 5--mg/2mL Solución Inyectable | Amikacina 5-- mg/2 ml Solución Inyectable I.M. Infusión I.V. | AMIKACINA 5-- MG/2ML SOLUCIÓN INYECTABLE I.M, I.V. (INFUSIÓN LENTA);Vial/Ampolla
12;102053001;AMINOCAPRÓICO ÁCIDO 250mg/ml, solución, I.V.;HAMOSTAT ACIDO AMINOCAPROICO INYECCION IP 5 G /2- ML SOLUCION I.V.;Vial/Ampolla
13;102094101;AMINOÁCIDOS al 13.4%, enriquecido con GLUTAMINA, solución, 500-1,000ml, I.V.;GLAMIN SOLUCIÓN INYECTABLE PARA INFUSIÓN INTRAVENOSA;Vial/Ampolla
14;102078101;AMINOÁCIDOS CRISTALINOS al 10%, con CISTEÍNA, HISTIDINA, TAURINA y TIROSINA, solución, 250-500ml, I.V.;AMINOVEN INFANT AL 1-% SOLUCION PARA INFUSION I.V.;Vial/Ampolla
15;102045001;AMINOÁCIDOS CRISTALINOS al 10%, solución, 500ml, I.V.;AMINOPLASMAL B.BRAUN 1-% SOLUCION PARA PERFUSION | AMINOVEN AL 1-% SOLUCIÓN PARA INFUSIÓN I.V.;Vial/Ampolla
16;102079301;AMIODARONA 50mg/ml, solución, I.V.;CORDARONE 15- MG / 3 ML SOLUCIÓN INYECTABLE I.V.;Vial/Ampolla
17;101075501;AMIODARONA CLORHIDRATO 200mg, tableta, V.O.;CORDARONE 2--MG COMPRIMIDOS;Pastilla - Cápsula
18;101092801;AMOXICILINA 500mg con ACIDO CLAVULÁNICO 125mg, tableta, V.O.;Augmentin 5--mg/125mg Tabletas Recubiertas | CLAVOXILIN PLUS (5-- MG / 125 MG) COMPRIMIDOS REVESTIDOS;Pastilla - Cápsula
19;103055201;AMOXICILINA BASE O TRIHIDRATADA 250mg/5ml, polvo para suspensión o jarabe, frasco, 60-100ml. V.O.;AMICIL 25-MG/ 5ML GRANULOS PARA SUSPENSION ORAL | AMOXAPEN | AMOXICILINA 25-MG/5ML POLVO PARA SUSPENSIÓN ORAL | AMOXICILINA 25-MG/5ML POLVO PARA RECONSTITUIR A SUSPENSIÓN ORAL;Frasco de jarabe
20;101061101;AMOXICILINA BASE O TRIHIDRATADA 500mg, cápsula o tableta, V.O.;AMOXICILINA CINFA 5--MG CÁPSULAS DURAS | AMOXAPEN 5--MG CÁPSULAS | AMOXICILINA 5--MG CÁPSULAS;Pastilla - Cápsula
21;102023801;AMPICILINA SÓDICA 1g, polvo liofilizado, I.M., I.V.;Ampicilina 1g Polvo Estéril para Reconstituir a Solución Inyectable | AMPICILINA 1,- G POLVO PARA INYECCIÓN | MPICILINA (SODICA) 1.- G POLVO PARA SOLUCION INYECTABLE;Vial/Ampolla
22;102055301;ANFOTERICINA B 50mg, polvo liofilizado, I.V.;AMFOTERICINA B 5- MG/VIAL POLVO PARA SOLUCIÓN INYECTABLE INTRAVENOSA (INFUSIÓN LENTA). | AMFOTERICINA B 5-MG POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABL | GANCICLOVIR 5--MG Polvo Liofilizado para reconstituir a solución inyectable | AMPHOTRET ANFOTERICINA B 5- MG POLVO LIOFILIZADO PARA SOLUCIÓN INYECTABLE VÍA INTRAVENOSA (INFUSIÓN;Vial/Ampolla
23;102013701;ANTAGONISTAS DE RECEPTORES 5-HT3: ONDANSETRÓN CLORHIDRATO 2mg/ml, solución, I.V., o TROPISETRÓN 1mg/ml, solución, I.V., o GRANISETRÓN 1mg/ml, solución, I.V.;MODIFICAL 8MG/4ML SOLUCION INYECTABLE I.V., INFUSIÓN INTRAVENOSA E INTRAMUSCULAR | ANTIVON 8mg/4mL Solución Inyectable | Grani-Denk 1 mg/ml Concentrado Para Solución Inyectable o Para Infusión | ONDANSETRON 8MG / 4ML SOLUCION INYECTABLE I.M., I.V.;Vial/Ampolla
24;102064001;ASPARAGINASA 10,000UI, polvo  liofilizado, I.V.;ASPAREM L-ASPARAGINASA PARA INYECCIÓN 1---- IU POLVO LIOFILIZADO PARA SOLUCIÓN INYECCIÓN, I.V.;Vial/Ampolla
25;101016301;ATENOLOL 100mg, tableta ranurada, V.O.;ATENOLOL CINFA 1--MG COMPRIMIDOS | ATENOLOL NORMON 1-- MG COMPRIMIDOS RECUBIERTOS EFG | Atenolol 1--mg Tabletas | Cardiotal 1-- mg comprimido;Pastilla - Cápsula
26;102013901;ATRACURIO BESILATO 10mg/ml, solución, I.V.;ATRACURIO BESILATO 25mg/2.5ml SOLUCIÓN INYECTABLE | RELATRAC 25MG/2.5ML SOLUCION INYECTABLE I.V;Vial/Ampolla
27;102032401;ATROPINA SULFATO 1mg/ml, solución, S.C., I.M., I.V.;Atropina Sulfato 1MG/ML Solución Inyectable I.M., I.V., S.C.;Vial/Ampolla
28;102096301;AZACITIDINA 100mg, polvo  para preparación inyectable o para perfusión, S.C., I.V.;AZADIR 1-- MG POLVO LIOFILIZADO PARA INYECTABLE | Xitidin 1--mg polvo liofilizado para inyección | AZACITIDINA ACCORD 1-- MG/VIAL POLVO PARA SUSPENSIÓN INYECTABLE S.C. O POLVO PARA SOLUCIÓN INYECTABLE I.V. POR INFUSIÓN | TAZADIR 1-- MG POLVO LIOFILIZADO PARA INYECTABLE;Vial/Ampolla
29;101015901;AZATIOPRINA 50mg, tableta, V.O.;;Pastilla - Cápsula
30;101083401;AZITROMICINA 500mg, cápsula o tableta, V.O.;ZITHROMAX 5-- MG TABLETAS RECUBIERTAS. | AZITROMICINA CINFA 5--MG COMPRIMIDOS RECUBIERTOS CON PELÍCULA | AZYNOR 5-- MG COMPRIMIDOS RECUBIERTOS CON PELÍCULA | Azitrolaf 5-- mg tabletas;Pastilla - Cápsula
31;102080301;BASILIXIMAB 20mg, polvo liofilizado, I.V.;SIMULECT 2-mg POLVO PARA SOLUCIÓN INYECTABLE/INFUSIÓN;Vial/Ampolla
32;102013601;BENCILPENICILINA BENZATÍNICA 2,400,000UI, polvo liofilizado, I.M.;BENCILPENICILINA BENZATINICA 2.4 MEGA UI /VIAL POLVO PARA SUSPENSIÓN INYECTABLE I.M | PENICILINA G BENZATINICA 2.4--.--- POLVO ESTERIL PARA RECONSTITUIR A SUSPENSION INYECTABLE I.M.;Vial/Ampolla
33;102014101;BENCILPENICILINA PROCAÍNICA 600,000 – 800,000UI, con o sin BENCILPENICILINA cristalina SÓDICA o POTÁSICA, polvo liofilizado, I.M.;PENISODINA 8--,--- UI POLVO PARA SUSPENSION INYECTABLE I.M.;Vial/Ampolla
34;102014001;BENCILPENICILINA SÓDICA 1,000,000UI, polvo liofilizado, I.V.;PENICILINA G SODICA 1.---.--- UI, Polvo Estéril para Reconstituir a Solución Inyectable | PENICILINA G SODICA 1.---.--- UI POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE;Vial/Ampolla
35;102099001;BENDAMUSTINA 100mg, I.V.;MEXED 1-- POLVO LIOFILIZADO PARA SOLUCION INYECTABLE | BENDAMUSTINA ACCORD 2,5MG/ML POLVO PARA CONCENTRADO PARA SOLUCIÓN PARA PERFUSIÓN EFG 1-- MG | Bendamustina 1-- mg/vial Polvo Liofilizado para Concentrado para Solución por Infusión | BENDAMUSTINA CLORHIDRATO PARA INYECCIÓN 1-- MG/VIAL;Vial/Ampolla
36;102099101;BENDAMUSTINA 25mg, I.V.;MEXED 25 POLVO LIOFILIZADO PARA SOLUCION INYECTABLE | Bendamustina 25 mg/vial Polvo Liofilizado para Concentrado para Solución por Infusión | BENDAMUSTINA CLORHIDRATO PARA INYECCIÓN 25 MG/VIAL | BENDAMUSTINA CLORHIDRATO 25 MG/VIAL POLVO PARA CONCENTRADO PARA SOLUCION PARA INFUSION;Vial/Ampolla
37;101104301;BICTEGRAVIR (50mg)/EMTRICITABINA (200mg)/TENOFOVIR ALAFENAMIDA (25mg), cápsula o comprimido, V.O.;BIKTARVY TABLETAS RECUBIERTAS;Pastilla - Cápsula
38;102023901;BIPERIDENO LACTATO 5mg/ml, solución, I.M., I.V.;S/P REGISTRADO;Vial/Ampolla
39;102008501;BLEOMICINA SULFATO 15U, polvo liofilizado, S.C., I.M., I.V.;BLOCIN 15UI POLVO LIOFILIZADO PARA SOLUCIÓN INYECTABLE;Vial/Ampolla
40;102093901;BORTEZOMIB 3.5mg, polvo liofilizado, I.V., S.C.;Porix 3.5mg Polvo Liofilizado para inyección | BORMIB 3.5 MG/FCO. AMP. POLVO LIOFILIZADO PARA SOLUCIÓN INYECTABLE I.V. | NINIB POLVO LIOFILIZADO PARA INYECTABLE | BORTESUN LIOFILIZADO (BORTEZOMIB PARA INYECCIÓN 3.5 MG/VIAL);Vial/Ampolla
41;103000101;BUDESONIDA 160mcg / FORMOTEROL FUMARATO DIHIDRATADO 4.5mcg, polvo o aerosol o suspensión para inhalación, V.O.;SYMBICORT TURBUHALER 16-/4.5 MCG/DOSIS POLVO PARA INHALACION ORAL. | SYMBICORT RAPIHALER INHALADOR PRESURIZADO 16-MCG/4.5MCG/ SUSPENSIÓN PARA INHALACIÓN ORAL;Inhalador
42;102044201;BUPIVACAÍNA CLORHIDRATO 0.5%, solución, Vía Parenteral.;BUVACAINA 5mg/mL Solución Inyectable Infiltración Troncular o Peridural | BUPIVACAÍNA CLORHIDRATO 5MG/ML SOLUCIÓN INYECTABLE;Vial/Ampolla
43;102091201;BUSULFANO 6mg/ml, solución, I.V.;Busulfan Varifarma SoluciÃ³n Inyectable | BUSULFAN TILLOMED 6 MG/ML CONCENTRADO PARA SOLUCIÓN PARA INFUSIÓN | Busulfan Solución Inyectable 6-mg/1-ml (6mg/ml);Vial/Ampolla
44;101099601;CABERGOLINA 0.5mg, tableta, V.O.;DOSTINEX -.5 MG COMPRIMIDOS. | CABERTRIX -.5MG COMPRIMIDOS. | Alactin -,5mg Tabletas;Pastilla - Cápsula
45;102003001;CALCIO GLUCONATO 10%, solución, I.V.;SOLUCION GC AL 1-% SOL INYECTABLE;Vial/Ampolla
46;103061101;CALCIPOTRIOL (HIDRATO) 50mcg/g con BETAMETASONA (DIPROPIONATO) 0.5mg/g, gel, frasco, 30g, Vía Tópica.;DAIVOBET -.-5MG + -.5MG /G GEL TOPICO;Crema/Ungüento
47;101091901;CAPECITABINA 500mg, tableta o cápsula, V.O.;CORRETAL 5-- MG COMPRIMIDOS RECUBIERTOS | CAPECITABINA SANDOZ 5-- MG TABLETAS RECUBIERTAS | KAPETRAL 5-- MG COMPRIMIDOS RECUBIERTOS CON PELICULA | CAPECITABINA 5-- MG TABLETAS RECUBIERTAS;Pastilla - Cápsula
48;101074201;CAPTOPRIL 25mg, tableta, V.O.;CAPTOPRIL CINFA 25 MG COMPRIMIDOS EFG.;Pastilla - Cápsula
49;103053701;CARBAMAZEPINA 100mg/5ml, suspensión, frasco, 100ml, V.O.;TEGRETOL AL 2 % SUSPENSIÓN ORAL.;Frasco de jarabe
50;101027701;CARBAMAZEPINA 200mg, tableta, V.O.;CARBAMAZEPINA NORMON 2-- MG COMPRIMIDOS;Pastilla - Cápsula
51;102075001;CARBAPENEM: IMIPENEM 500mg con CILASTATINA 500mg, polvo liofilizado, I.V.;ARZOMEBA 5-- MG/5-- MG POLVO PARA SOLUCIÓN INYECTABLE | PREPENEM 5-- MG POLVO PARA SOLUCIÓN INYECTABLE I.V. | IMIPENEM 5-- mg CILASTATINA 5-- mg Polvo Estéril para reconstituir a Solución Inyectabl;Vial/Ampolla
52;102076101;CARBOPLATINO 150mg, polvo liofilizado o solución, I.V.;CARBOPLATINO 1-MG/ML SOLUCIÓN INYECTABLE;Vial/Ampolla
53;102001001;CARBOXIMALTOSA DE HIERRO 50mg/ml, solución, I.V.;FERINJECT 5-- mg/1- ml (5- mg/ml) Solución Inyectable y para Perfusión, I.V.;Vial/Ampolla
54;102093101;CARDIOPLÉJICA, solución para perfusión cardiaca, Instilación Cardiaca.;S/P REGISTRADO;Vial/Ampolla
55;102045901;CARMUSTINA  100mg, polvo liofilizado, I.V.;CARMUSTINA 1-- MG POLVO LIOFOLIZADO I,V;Vial/Ampolla
56;102091301;CASPOFUNGINA 50mg, polvo liofilizado, I.V.;CASPOVITAE 5- MG POLVO PARA CONCENTRADO PARA SOLUCIÓN PARA PERFUSIÓN INTRAVENOSA | CASPONOR 5-MG POLVO PARA CONCENTRADO PARA SOLUCIÓN PARA PERFUSIÓN | KASINIV 5-MG POLVO PARA CONCENTRADO PARA SOLUCIÓN PARA INFUSIÓN | CASPOFUNGINA NORMON 5-MG POLVO PARA CONCENTRADO PARA SOLUCION PARA PERFUSION EFG;Vial/Ampolla
57;103032801;CEFALEXINA 250mg/5ml, gránulo o polvo para suspensión o jarabe, 60-100ml, frasco, V.O.;CEFALEPAN 25- MG/5 ML POLVO PARA SUSPENSIÓN ORAL | Cefalexina 25- mg / 5 ml polvo para suspensión oral | CEFALEXINA 25- mg / 5 mL POLVO PARA SUSPENSIÓN ORAL;Frasco de jarabe
58;101061301;CEFALEXINA 500mg, cápsula o tableta, V.O.;CEFALEPAN 5-- (5-- MG ) CAPSULAS | CEFALEXINA CÁPSULAS BP 5-- MG;Pastilla - Cápsula
59;102055501;CEFALOTINA SÓDICA 1g, polvo liofilizado, I.V.;FALOT 1G POLVO PARA SOLUCIÓN INYECTABLE I.M. PROFUNDA, I.V. + DILUYENTE | CEFALOTINA FABRA 1G POLVO PARA INYECTABLE | CEFALOTINA 1G POLVO ESTERIL PARA RECONSTITUIR A SOLUCIÓN INYECTABLE | CEFALOTINA SODICA 1.-G/VIAL POLVO PARA SOLUCION INYECTABLE I.M., I.V.;Vial/Ampolla
60;102077501;CEFEPIME 1g, polvo liofilizado, I.V.;IMATION 1G Polvo para solución Inyectable I.M., I.V. + Diluyente | CEFEPIMA 1G POLVO PARA INYECCIÓN | CEFEPIMA (CLORHIDRATO) 1G/VIAL POLVO PARA SOLUCION INYECTABLE I.M., I.V. | CEFEPIME CLORHIDRATO PARA INYECCIÓN 1.-G;Vial/Ampolla
61;102066301;CEFOTAXIMA 1g, polvo liofilizado, I.V.;CEFOTAXIMA QUALIPHARM 1G/VIAL POLVO PARA SOLUCIÓN INYECTABLE I.M., I.V. | CEFOTAXIMA SÓDICA PARA INYECCIÓN 1.- G. | AMEGHXIMEGH 1 G. POLVO PARA SOLUCIÓN INYECTABLE I.V. | CEFOTAXIMA 1G POLVO PARA INYECCIÓN;Vial/Ampolla
62;102062801;CEFOXITINA SÓDICA 1g, polvo liofilizado, I.V.;CEFOXITINA (SODICA) 1 G POLVO PARA SOLUCION INYECTABLE I.M., I.V.;Vial/Ampolla
63;102072101;CEFTAZIDIMA 1g, polvo liofilizado, I.M., I.V.;IZADIMA 1G POLVO PARA SOLUCIÓN INYECTABLE I.M., I.V. | CEFTAZIDIMA PENTAHIDRATO 1G POLVO PARA SOLUCION INYECTABLE | CEFTAZIDIMA 1G POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE I.M., I.V.;Vial/Ampolla
64;102080101;CEFTAZIDIMA/AVIBACTAM 2g/0.5g, polvo para solución para perfusión, I.V.;ZAVICEFTA 2G/-.5G POLVO PARA CONCENTRADO PARA SOLUCIÓN PARA PERFUSIÓN;Vial/Ampolla
65;102062701;CEFTRIAXONA SÓDICA 1g, polvo liofilizado, I.V.;AXTAR 1 G/VIAL POLVO PARA SOLUCIÓN INYECTABLE I.V. + DILUYENTE | MESPORIN 1---MG POLVO Y DISOLVENTE (AGUA ESTÉRIL) PARA SOLUCIÓN INYECTABLE I.V. | CEFTRIAXONA NORMON 1--- MG POLVO Y DISOLVENTE PARA SOLUCIÓN INYECTABLE Y PARA PERFUSIÓN EFG | CEFTRIAZ 1G VIAL POLVO PARA SOLUCIÓN INYECTABLE I.M. - I.V.;Vial/Ampolla
66;102037401;CICLOFOSFAMIDA 500mg–1g,  polvo liofilizado, I.V.;ENDUXAN 1G / VIAL;Vial/Ampolla
67;101042701;CICLOSPORINA 100mg,  cápsula con microemulsión, V.O.;SANDIMMUN NEORAL 1-- MG CÁPSULAS BLANDAS;Pastilla - Cápsula
68;103059401;CICLOSPORINA 100mg/ml, solución con microemulsión, frasco, V.O.;SANDIMMUN NEORAL 1-- MG/ML SOLUCIÓN BEBIBLE;Frasco de jarabe
69;101042601;CICLOSPORINA 25mg, cápsula con microemulsión,  V.O.;ANDIMMUN NEORAL 25 MG CÁPSULAS BLANDAS;Pastilla - Cápsula
70;102091401;CICLOSPORINA 50mg/ml, solución, I.V.;SANDIMMUN CONCENTRADO 5-MG/ML SOLUCION PARA PERFUSION I.V.;Vial/Ampolla
71;101094701;CINACALCET HIDROCLORURO  30mg,  tableta, V.O.;CINANOR 3- MG COMPRIMIDOS RECUBIERTOS CON PELICULA | DRIADA 3- MG TABLETAS RECUBIERTAS;Pastilla - Cápsula
72;102060101;CISPLATINO 1mg/ml o 10mg, polvo liofilizado o solución, I.V.;Cisplatino -.5 mg/mL Solución Inyectable | CISPLATINO 5-MG/5-ML (1MG/ML) SOLUCIÓN INYECTABLE;Vial/Ampolla
73;102026001;CITARABINA 100mg, polvo liofilizado, I.V.;CYTOSAR 1-- MG POLVO LIOFILIZADO PARA SOLUCIÓN PARA INYECCIÓN | CITARABINA MICROSULES 1--MG POLVO LIOFILIZADO PARA SOLUCIÓN INYECTABLE | ONCOTAR 1-- (1-- MG/ML) SOLUCIÓN INYECTABLE;Vial/Ampolla
74;102079701;CITARABINA 500mg-1000mg,  polvo estéril para solución inyectable, I.V., Infusión I.V., S.C., Intratecal.;CYTOSAR 5-- MG POLVO LIOFILIZADO PARA SOLUCIÓN PARA INYECCIÓN | ONCOTAR 5-- (5-- MG / 5 ML) SOLUCIÓN INYECTABLE I.V.;Vial/Ampolla
75;102091501;CLADRIBINA 1-2mg/ml, solución inyectable, I.V. o S.C.;S/P REGISTRADO;Vial/Ampolla
76;101083201;CLARITROMICINA 500mg, cápsula o tableta, V.O.;KLARICID 5-- MG TABLETAS RECUBIERTAS | Claritromicina 5--mg Tabletas recubiertas | BRUCLAR - 5-- TABLETAS RECUBIERTAS CON PELICULA;Pastilla - Cápsula
77;101070501;CLINDAMICINA CLORHIDRATO 300mg, cápsula o tableta, V.O.;DALACIN C 3--MG CAPSULAS | CLINDALAF CÃPSULAS DURAS | CLINDAMICINA CLORHIDRATO CAPSULAS USP, CAMYDA 3-- | EUROCLIN 3-- mg CÁPSULAS;Pastilla - Cápsula
78;102060301;CLINDAMICINA FOSFATO 150mg/ml, solución, I.M., I.V.;CLINDAMICINA 15- MG /ML SOLUCIÓN INYECTABLE I.M., I.V. | INDAMID 6--MG/4ML SOLUCION INYECTABLE I.V., I.M. | CLINDAMICINA 6--MG/4ML SOLUCION INYECTABLE | CLINDAMICINA QUALIPHARM 6--MG/4ML SOLUCIÓN INYECTABLE I.M./I.V.;Vial/Ampolla
79;104017001;CLOBETASOL PROPIONATO 0.05%, crema, tubo, 25g, Vía Tópica. (Corticoide súper potente).;DERMOVATE AL -.-5% CREMA | CLOBETASOL PROPIONATO CREMA TÓPICA -.-5% | CLOBETASOL PROPIONATO MP -.-5% CREMA TÓPICA;Crema/Ungüento
80;103042901;CLONAZEPAM 2.5mg/ml, solución, frasco, 10ml, V.O.;Pracal Solución Oral | KRIADEX 2.5MG/ML SOLUCIÓN ORAL;Frasco de jarabe
81;101066401;CLONAZEPAM 2mg, tableta, V.O.;KRIADEX 2MG TABLETAS;Pastilla - Cápsula
