#;Código;Nombre genérico;Nombre comercial;Presentación
289;102017602;SODIO CLORURO al 0.9%, solución, envase plástico (bolsa o frasco), con equipo adaptable desechable para Infusión Intravenosa, 1,000ml.;SOLUCIÓN CS PISA SOLUCION INYECTABLE | CLORURO DE SODIO AL -.9% SOLUCION INYECTABLE IV | CLORURO DE SODIO AL -.9 % EN AGUA INYECTABLE BAXTER I.V. | Cloruro de Sodio -.9% Solución Inyectable;Vial/Ampolla
290;102017401;SODIO CLORURO al 0.9%, solución, envase plástico (bolsa o frasco), con equipo adaptable desechable para Infusión Intravenosa, 500ml.;SOLUCIÓN CS PISA SOLUCION INYECTABLE | CLORURO DE SODIO AL -.9% SOLUCION INYECTABLE IV | CLORURO DE SODIO AL -.9 % EN AGUA INYECTABLE BAXTER I.V. | Cloruro de Sodio -.9% Solución Inyectable;Vial/Ampolla
291;102095201;SUERO ANTIOFÍDICO ANTI-CORAL (CONTRA MICRURUS NIGROCINTUS, MICRURUS FULVIUS Y MICRURUS D. CARINICAUDUS), solución o polvo liofilizado, ampolla o vial, 10ml, I.M., I.V.;CORAL ICP ANTIVENENO OFIDICO ANTICORAL LIQUIDO SOLUCION INYECTABLE I.M.,I.V.;Frasco de jarabe
292;102059001;SUERO ANTIOFÍDICO, POLIVALENTE, (QUE INCLUYE ANTI-B  ASPER/ATROX), CON ANTILAQUÉSICO, solución, vial, 10ml, I.V.;POLIVAL-ICP ANTIVENENO OFIDICO POLIVALENTE LIQUIDO SOLUCION INYECTABLE;Vial/Ampolla
293;104014701;SULFADIAZINA DE PLATA 1%, crema, pote, 100-400g, Vía Tópica.;ARGENTAFIL 1 % CREMA TOPICA | SULFADIAZINA DE PLATA AL 1 % CREMA TÓPICA | SILVEDERMA 1- MG/G CREMA;Crema/Ungüento
294;104018501;SULFADIAZINA DE PLATA 1%, crema, tubo o pote, 30-60g, Vía Tópica.;ARGENTAFIL 1 % CREMA TOPICA | SULFADIAZINA DE PLATA AL 1 % CREMA TÓPICA | SILVEDERMA 1- MG/G CREMA;Crema/Ungüento
295;101059201;SULFASALAZINA 500mg,  tableta, V.O.;ULFASALAZINA 5--MG TABLETAS RECUBIERTAS NO ENTÉRICAS | SAZO EN 5-- (SULFASALAZINA USP 5-- MG TABLETAS DE LIBERACIÓN RETARDADA) | SULFASALAZINA 5--MG TABLETAS RECUBIERTAS NO ENTÉRICAS.;Pastilla - Cápsula
296;102075401;SURFACTANTE PULMONAR: COLPOSFERIL PALMITATO o FOSFOLÍPIDO 100-240mg, suspensión, Vía Endotraqueal.;SURVANTA 25 MG/ML SUSPENSION INTRATRAQUEAL (BOVINO);Vial/Ampolla
297;101094101;TACROLIMUS 1mg, cápsula, V.O.;PROGRAF 1MG CAPSULAS | TACROLIMUS 1MG CÁPSULAS;Pastilla - Cápsula
298;101094201;TALIDOMIDA 100mg, tableta, V.O.;THALIDE 1-- Talidomida Cápsulas USP 1--mg | alidomida Lazar 1--mg Comprimidos;Pastilla - Cápsula
299;101024501;TAMOXIFENO CITRATO 20mg,  tableta, V.O.;NOLVADEX - D 2- MG COMPRIMIDOS RECUBIERTOS;Pastilla - Cápsula
300;102093201;TEICOPLANINA 400mg, polvo liofilizado, I.M, I.V.;PLANICID 4--MG POLVO LIOFILIZADO PARA SOLUCIÓN INYECTABLE | eicoplanina Richet 4--mg/frasco polvo liofilizado para solución inyectable I.V. I.M. más solvente;Vial/Ampolla
301;102001201;TENECTEPLASA 50mg (10,000UI), I.V.;;Vial/Ampolla
302;101096801;TENOFOVIR FUMARATO DE DISOPROXILO 300mg, equivalente a 245mg de  TENOFOVIR DISOPROXILO , tableta, V.O.;APO-TENOFOVIR 3-- MG TABLETA RECUBIERTA | FUMARATO DE DISOPROXILO DE TENOFOVIR 3--MG TABLETAS RECUBIERTAS CON PELICULA | TENOFOVIR DISOPROXIL FUMARATO 3-- MG TABLETAS RECUBIERTAS;Pastilla - Cápsula
303;102095501;TESTOSTERONA UNDECANOATO 1,000mg, solución, I.M.;NEBIDO 1---MG/4ML SOLUCIÓN INYECTABLE I.M;Vial/Ampolla
304;101030201;TIAMAZOL (METIMAZOL)  5mg, tableta, V.O.;TAPAZOL 5 MG TABLETAS | COMPLEJO B RIGAR;Pastilla - Cápsula
305;102082301;TIGECICLINA CLORHIDRATO 50mg, polvo liofilizado, I.V.;IGECICLINA GALENICUM 5- MG POLVO PARA SOLUCIÓN PARA PERFUSIÓN | IGECICLINA NORMON 5- MG POLVO PARA SOLUCIÓN PARA PERFUSIÓN EFG | TIGECID 5- MG POLVO LIOFILIZADO PARA SOLUCIÓN IV | Geclix 5-mg polvo para solución inyectable;Vial/Ampolla
306;103060801;TIOTROPIO BROMURO 18mcg/inhalación, polvo seco, inhalador con dispositivo, Vía Bucal.;SPIRIVA TIOTROPIO CÁPSULAS DURAS CON POLVO PARA INHALACIÓ;Inhalador
307;102079101;TIROFIBAN CLORHIDRATO 0.25mg/ml, solución, I.V.;AGRASTAT -.25 MG/ML SOLUCIÓN INYECTABLE I.V. | AGRASTAT -.25 MG/ML SOLUCIÓN INYECTABLE, CONCENTRADO PARA SOLUCIÓN PARA INFUSIÓ | INIPLAQ 5- mcg/mL, SOLUCION INYECTABLE;Vial/Ampolla
308;101097601;TIZANIDINA CLORHIDRATO 4mg, tableta, V.O.;SIRDALUD 4 MG COMPRIMIDOS | TIZANIDINA (CLORHIDRATO) 4 MG TABLETAS;Pastilla - Cápsula
309;103061401;TOBRAMICINA 300mg/5ml, solución para Inhalación y Nebulizar, ampolla.;OBRAL 3-- MG / 5 ML SOLUCION INHALATORIA;Inhalador
310;101094301;TOPIRAMATO 100mg, tableta, V.O.;TOPICTAL 1--MG COMPRIMIDOS RECUBIERTOS | TOPIRAMATO NORMON 1--MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG | Topiramato Maxihealth 1-- (1--mg) tabletas recubiertas;Pastilla - Cápsula
311;102057301;TOXOIDE TETÁNICO (PRECIPITADO EN ALUMBRE), solución, vial, 5-10ml, I.M.;S/P REGISTRADO;Vial/Ampolla
312;103000901;TRAMADOL 100mg/ml, solución, gotas, V.O.;TRAMAL 1-- mg / ml SOLUCIÓN GOTAS ORALES;Frasco de gotas
313;101037901;TRAMADOL CLORHIDRATO 50mg, cápsula, V.O.;RAMADOL NORMON 5- MG CAPSULAS DURAS EFG;Pastilla - Cápsula
314;102093401;TRAMADOL CLORHIDRATO 50mg/ml, solución, I.V.;RAMAL 5- (5-MG/ ML)SOLUCION INYECTABLE I.M/I.V./S.C | TRADOXIL 1--MG/2ML SOLUCION INYECTABLE I.M., I.V., S.C. | TRAMADOL CLORHIDRATO SOLUCIÓN INYECTABLE 1-- mg/2m | PISAZOL 1--MG/2ML SOLUCIÓN INYECTABLE I.M., I.V., S.C.;Vial/Ampolla
315;101094401;TRETINOÍNA (ACIDO RETINOICO) 10mg, cápsula, V.O.;TRETINOINA (ACIDO RETINOICO);Pastilla - Cápsula
316;102090601;TRIMETOPRIN 16mg CON SULFAMETOXAZOL 80mg/ml, solución, I.V.;BACTRIM 4--MG / 8-MG SOLUCIÓN INYECTABLE | SPECTREX 4--MG-8-MG/5ML SOLUCION INYECTABLE | Cotrizol G solución inyectable | TRIMETOPRIM + SULFAMETOXAZOL 8-MG + 4--MG/5ML SOLUCION INYECTABLE I.V.;Vial/Ampolla
317;102055201;TRIPLE VACUNA DPT, solución,  ampolla, I.M.;S/P REGISTRADO;Vial/Ampolla
318;102054201;VACUNA ANTI-SARAMPIÓN VIVA ATENUADA, polvo liofilizado, vial, 0.5ml, S.C.;S/P REGISTRADO;Vial/Ampolla
319;101094501;VALGANCICLOVIR 450mg, tableta, V.O.;Valganciclovir 45- mg Comprimidos Vía Oral | Valganciclovir Aurovitas 45-mg comprimidos recubiertos con película EFG | VALGANCICLOVIR TABLETAS USP 45- MG | VALGANCICLOVIR 45- MG TABLETAS RECUBIERTAS;Pastilla - Cápsula
320;101073801;VALPROATO DE MAGNESIO, DIVALPROATO SÓDICO 500mg, cápsula o tableta, de liberación modificada con capa entérica, V.O.;EPIVAL 5-- MG TABLETAS CON CAPA ENTERICA | Epival ER 5--mg tabletas de liberación prolongada | ATEMPERATOR 5--MG TABLETAS CON CAPA ENTÉRICA;Pastilla - Cápsula
321;103048701;VALPROICO ÁCIDO 250mg/5ml, jarabe o suspensión, frasco, 120ml, V.O.;Depakene 25-mg./5ml Jarabe | VALIPESIA 25-MG/5ML JARABE. | ATEMPERATOR S SUSPENSIÓN ORAL | FLAXVAN JARABE;Frasco de jarabe
322;102063201;VANCOMICINA 500mg, polvo liofilizado, I.V.;VANCONOR 5-- MG POLVO PARA CONCENTRADO PARA SOLUCION PARA PERFUSIO | VANCOMAX 5-- MG POLVO PARA SOLUCIÓN I.V | anoxat 5--mg Polvo Liofilizado para reconstituir a solución inyectable | VANAURUS 5--mg Polvo para Solución Inyectable I.V.;Vial/Ampolla
323;102014501;VASOPRESINA ACUOSA 10U/0.5ml, solución, S.C., I.M., I.V.;ARTERINA 2- UI/mL Solución Inyectable I.V., I.M., S.C. | VASOPRESINA INYECCIÓN USP 2- UI SOLUCIÓN INYECTABLE I.M., I.V., S.C.;Vial/Ampolla
324;101071301;VERAPAMILO CLORHIDRATO 120mg, tableta de acción prologada, V.O.;Isoptin Retard 12-mg tabletas recubiertas de liberación prolongada;Pastilla - Cápsula
325;102045401;VERAPAMILO CLORHIDRATO 5mg, solución, I.V.;Verapamilo Clorhidrato 5 mg/2 ml Solución Inyectable I.V. Lenta;Vial/Ampolla
326;101073501;VERAPAMILO CLORHIDRATO 80mg, tableta, V.O.;Isoptin 8-mg tabletas recubiertas | VERAPAMILO CLORHIDRATO, 8-MG. TABLETA;Pastilla - Cápsula
327;102025001;VINBLASTINA SULFATO 10mg, polvo liofilizado, I.V.;Velbastine 1-mg/vial polvo liofilizado para solución inyectable IV.;Vial/Ampolla
328;102054301;VINCRISTINA SULFATO 1mg, polvo liofilizado o solución, I.V.;VINCRISTINA;Vial/Ampolla
329;102099901;VORICONAZOL 200mg, polvo, I.V.;VEAC 2--mg POLVO LIOFILIZADO PARA SOLUCIÓN INYECTABLE | VORIX 2-- MG POLVO PARA SOLUCIÓN INYECTABLE EN INFUSIÓN I.V. | VONAZ 2-- MG/VIAL, POLVO LIOFILIZADO PARA SOLUCION INYECTABLE I.V. | VORICONAZOL RICHET 2--MG POLVO LIOFILIZADO PARA SOLUCIÓN INYECTABLE I.V.;Vial/Ampolla
330;101097401;VORICONAZOL 200mg, tableta, V.O.;VORICONA-DENK 2-- MG COMPRIMIDO RECUBIERTO CON PELÍCULA;Pastilla - Cápsula
331;101058301;WARFARINA SÓDICA 5mg, tableta, V.O.;APO-WARFARINA 5MG TABLETAS | ARFARIN 5 MG TABLETAS;Pastilla - Cápsula
332;103060501;ZIDOVUDINA 10mg/ml, solución, frasco, 240- 300ml, V.O.;RETROVIR 5- MG / 5 ML JARABE;Frasco de jarabe
333;102081101;ZOLEDRÓNICO ÁCIDO 4mg, solución, I.V.;PROCAPS ZOCLAST 4 MG/5 ML SOLUCIÓN INYECTABLE, INFUSIÓN INTRAVENOSA | ZOLIMETAX 4MG/ 1--ML SOLUCIÓN PARA INFUSIÓN I.V. | ZOLEDRO-DENK 4 MG / 5 ML CONCENTRADO PARA SOLUCION PARA PERFUSION I.V | ACIDO ZOLEDRÓNICO (ANHIDRO) 4 MG/5 ML SOLUCIÓN ESTÉRIL PARA INYECCIÓN I.V;Vial/Ampolla
334;101101401;ZOLPIDEM 12.5mg, tableta de liberación prolongada, V.O.;S/P REGISTRADO;Pastilla - Cápsula
335;101101301;ZOLPIDEM 6.25mg, tableta de liberación prolongada, V.O.;ZOLPIDEM TARTRATO TABLETAS DE LIBERACION PROLONGADA;Pastilla - Cápsula
336;101000901;ACALABRUTINIB 100mg, cápsula, V.O.;CALQUENCE 1--MG CÁPSULAS | CALQUENCE 1-- MG COMPRIMIDOS RECUBIERTOS;Pastilla - Cápsula
337;101007801;ACETAZOLAMIDA 250mg, tableta, V.O.;APO-ACETAZOLAMIDA 25- MG TABLETAS.;Pastilla - Cápsula
338;101038201;ACETIL SALICÍLICO ÁCIDO 75-100mg, tableta, V.O.;ASPIRINA 1-- MG TABLETAS MASTICABLES. | CARDIOASPIRINA 81 MG TABLETAS CON CAPA ENTERICA | LMG-CARDICETIL 75 MG TABLETAS | ACIDO ACETIL SALICILICO TABLETAS BP 1-- MG;Pastilla - Cápsula
339;104016801;ACICLOVIR  3%, ungüento, tubo, 3-7g, Vía Oftálmica.;S/P REGISTRADO;Frasco de gotas
340;102096501;ADALIMUMAB 40mg, solución inyectable, S.C.;AMGEVITA 4- MG/ -.8 ML SOLUCION INYECTABLE | Idacio 4- mg Solución Inyectable;Vial/Ampolla
341;102078501;AGUA ESTÉRIL, frasco o bolsa, 1,000-4,000ml, Vía Parenteral.;Agua Estéril para inyección | AGUA INYECTABLE PiSA Solución inyectable | AGUA DESTILADA PARA INYECCIÓN USP;Vial/Ampolla
342;102000901;AGUA ESTÉRIL, para inyectable, vial o bolsa multiuso con sello de seguridad,  50-100ml.;AGUA ESTÉRIL PARA INYECCIÓN I.M., I.V. | Agua Bidestilada Solución Inyectable I.M., I.V.;Vial/Ampolla
343;103056901;ALBENDAZOL 40mg/ml, suspensión, frasco, V.O.;ALDAMIN 4--MG/2-ML SUSPENSION ORAL | ZENTEL 4 % SUSPENSION ORAL | ALBENDAZOL MK 4--MG/1-ML SUSPENSIÓN ORAL;Frasco de jarabe
344;101064601;ALOPURINOL 300mg, tableta, V.O.;ALOPURINOL NORMON 3--MG COMPRIMIDOS EFG | ALOPURINOL 3--MG COMPRIMIDOS | ZURIM 3-- mg comprimidos;Pastilla - Cápsula
345;104009001;ALUMINIO ACETATO ÁCIDO 0.050%- 0.060%, crema, pH: 4.0- 4.8, tubo, 30g, Vía Tópica.;NOVADERMIS -.-59% CREMA TOPICA;Crema/Ungüento
346;103000401;ALUMINIO ACETATO ÁCIDO 0.050%- 0.060%, loción, pH: 3.5-4.8, frasco, 120ml, Vía Tópica.;OVADERMIS -,-59% LOCIÓN TÓPICA;Crema/Ungüento
347;103010301;ALUMINIO ACETATO ÁCIDO, (ACETATO DE CALCIO Y SULFATO DE ALUMINIO), polvo, sobre,  2-3g, Vía Tópica.;ACETATO DE ALUMINIO POLVO PARA SOLUCION TOPICA.;Crema/Ungüento
348;103007901;ALUMINIO Y MAGNESIO HIDRÓXIDOS 5.9-8.3% de hidróxidos totales, gel o suspensión, frasco, 150-240ml, V.O.;GASTRIGEL N SUSPENCION ORAL;Crema/Ungüento
349;102048101;AMINOFILINA 25mg/ml, solución, I.V.;AMOFILIN 25-mg/1-mL Solución Inyectable I.V. | Aminofilina 25- mg/1- ml Solución Inyectable Intravenosa;Vial/Ampolla
350;101052301;AMITRIPTILINA 10mg, cápsula o tableta, V.O.;S/P REGISTRADO;Pastilla - Cápsula
351;101032901;AMITRIPTILINA 25mg, cápsula o tableta, V.O.;AMITRIPTILINA 25MG MK TABLETAS RECUBIERTAS;Pastilla - Cápsula
352;101086601;AMLODIPINA 5mg, tableta, V.O.;NORVASC 5 MG TABLETAS | AMLODIPINO CINFA 5MG COMPRIMIDOS. | AMLOPRES - 5 (5 MG) TABLETAS | Amlodipina 5mg tabletas;Pastilla - Cápsula
353;103057801;AMOXICILINA 400mg con ACIDO CLAVULÁNICO 57mg (CLAVULONATO POTÁSICO), suspensión, frasco, V.O.;AUGMENTIN BID 4--MG-57MG/5ML POLVO PARA SUSPENSIÓN ORAL | CLAVOXILIN PLUS 4-- (4-- MG + 57 MG/ 5 ML) POLVO PARA SUSPENSIÓN ORAL | LAPRIMOX CLAV 4--MG + 57MG/5ML Polvo para suspensión oral;Frasco de jarabe
354;101037801;"ANOVULATORIO ORAL, ESTRÓGENOS: ETINILESTRADIOL 0.020-0.030mg; PROGESTÁGENOS: LEVONORGESTREL 0.15mg  o GESTODENO, 0.075mg, tableta, V.O.";NORGYLEN TABLETAS RECUBIERTAS;Pastilla - Cápsula
355;105002501;"ANTIHEMORROIDAL CON CORTICOIDE Y ANESTESICO LOCAL: HIDROCORTISONA o BETAMETASONA o PREDNISOLONA/ LIDOCAINA o BENZOCAINA; o DOBESILATO CALCIO MONOHIDRATO 4g /LIDOCAINA 2g /DEXAMETASONA ACETATO 0.025g, crema, jalea, pomada o ungüento rectal, con tubo aplicador, Vía Rectal.";S/P REGISTRADO;Óvulo/Supositorio
356;101059601;ANTIHISTAMÍNICO CON DESCONGESTIONANTE NASAL, ACCIÓN CORTA: ANTIHISTAMÍNICO: BROMFENIRAMINA 4mg, o CARBINOXAMINA 4mg, o CLORFENIRAMINA 4mg, o TRIPROLIDINA, 2.5mg con DESCONGESTIONANTE NASAL: FENILEFRINA 20mg, o PSEUDOEFEDRINA 60mg, cápsula o tableta, V.O.;MEDITAP (4 MG/2- MG) COMPRIMIDOS RECUBIERTOS;Pastilla - Cápsula
357;103015001;ANTIHISTAMÍNICO CON DESCONGESTIONANTE NASAL: ANTIHISTAMÍNICO: BROMFENIRAMINA 2mg/5ml, o CLORFENIRAMINA 2mg/5ml, o DEXBROMFENIRAMINA 1.5mg/5ml, o TRIPROLIDINA 1.25mg/5ml con DESCONGESTIONANTE NASAL: FENILEFRINA 5mg/5ml, o PSEUDOEFEDRINA 30mg/5ml, jarabe, frasco, 60-90ml, V.O.;Gripe Kid NF Jarabe | RINOFEN SOLUCIÓN ORAL | MEDITAP SOLUCIÓN ORAL;Frasco de jarabe
358;101003601;APALUTAMIDA 60mg, tableta, Vía Oral.;ERLEADA 6- mg COMPRIMIDOS RECUBIERTOS;Pastilla - Cápsula
359;101034801;ASCÓRBICO ÁCIDO (VITAMINA C) 500mg, tableta recubierta (película), masticable o efervescente, V.O.;VITAMINA C 5-- MG TABLETAS MASTICABLES SABOR MANDARINA | VITAMINA C CENCO TABLETAS MASTICABLES 5-- MG | ÁCIDO ASCÓRBICO,(VITAMINA C), 5-- mg, comprimido recubierto, (Película), masticable v.o. | AMINCEE 5-- MG TABLETA RECUBIERTA;Pastilla - Cápsula
360;103058201;AZELASTINA HIDROCLORURO 0.05%, gotas, solución, frasco, Vía  Oftálmica.;S/P REGISTRADO;Frasco de gotas
361;103058301;AZITROMICINA 200mg/5ml,  polvo para suspensión, 15-30ml, frasco, V.O.;ZITHROMAX 2--MG/5ML POLVO PARA SUSPENSION ORAL | Azitronovum 2-- mg / 5mL Polvo para Reconstituir a Suspensión Oral | BINOZYT 2-- MG / 5 ML POLVO PARA SUSPENSION ORAL.;Frasco de jarabe
362;103041301;BECLOMETASONA DIPROPIONATO 50mcg/inhalación, solución en aerosol  libre de CFC, inhalador con 100-200 dosis,  Vía Bucal.;BECLOMETASONA DIPROPIONATO 5- MCG SOLUCIÓN EN AEROSOL PARA INHALACIÓN ORAL | BECLATE-5- HFA 5- mcg/DOSIS SOLUCIÓN EN AEROSOL | BECLOMETASONA 5- MCG SUSPENSIÓN EN AEROSOL;Inhalador
363;103057901;BENCILO BENZOATO 25%, loción, frasco, 120ml, Vía Tópica.;Escabiol al 25% Loción Tópica;Crema/Ungüento
364;104015301;BENZOILO PERÓXIDO 5%, gel, tubo, 40-60g, Vía Tópica.;JMR PEROXYGEL GEL TÓPICO | PEROXYMYCIN AL 5% GEL TÓPICO;Crema/Ungüento
365;104011901;BETAMETASONA VALERATO 0.1%, crema, tubo, 15g, Vía Tópica.;NOBETZONA 1MG/G CREMA TÓPICA | Betnovate -.1% Crema Tópica | BETASONE G CREMA | BETAMETASONA -.1 % MP, CREMA TÓPICA.;Crema/Ungüento
366;103047701;BETAMETASONA VALERATO 0.1%, loción capilar, frasco, 20-60ml, Vía Tópica.;Betnovate -.1% Loción Capilar;Crema/Ungüento
367;101092901;BICALUTAMIDA 50mg, tableta, V.O.;CASODEX 5- MG COMPRIMIDOS RECUBIERTOS | BICALUTAMIDA 5- MG TABLETAS RECUBIERTAS;Pastilla - Cápsula
368;101035701;BIPERIDENO CLORHIDRATO 2mg, tableta, V.O.;Limus 2mg tabletas | AKINETON 2 MG TABLETAS | KINEX 2MG TABLETAS;Pastilla - Cápsula
369;101002101;BLOQUEADORES DE LOS RECEPTORES ALFA 1 ADRENÉRGICOS: TERAZOSINA 2mg o DOXAZOSINA 2mg, cápsula o tableta, V.O.;CARDURA 2 MG TABLETAS | DOXAZOSINA NORMON 2 MG COMPRIMIDOS EFG;Pastilla - Cápsula
370;103059301;BRIMONIDINA TARTRATO 0.2%, gotas,  solución, frasco, Vía  Oftálmica.;BRIMOF -.2 % SOLUCIÓN OFTÁLMICA | AGGLAD OFTENO AL -.2% SOLUCIÓN OFTÁLMICA | Brimonidina Tartrato Solución Oftálmica -.2%;Frasco de gotas
371;103058001;CALAMINA 8%, loción, frasco, 120ml, Vía Tópica.;LOCION DE CALADRYL SUSPENSION TOPICA | LOCIÓN CALAMINA RIGAR.;Crema/Ungüento
372;101004501;CALCIO CARBONATO 500mg-1,000mg de calcio elemental, tableta, V.O.;KALMAN 6--MG /CÁPSULAS | CARBONATO DE CALCIO 5--MG TABLETAS;Pastilla - Cápsula
373;101086401;CARVEDILOL 6.25mg, tableta, V.O.;CARVEDILOL NORMON 6,25 MG COMPRIMIDOS EFG | CORYOL 6.25 MG TABLETAS | CARVEDILOL 6.25 MG TABLETAS | CARVEDILOL 6.25 MG TABLETAS RECUBIERTAS;Pastilla - Cápsula
374;102062501;CEFTRIAXONA SÓDICA 500mg, polvo liofilizado, con diluyente lidocaína 1%, I.M.;AXTAR -.5G POLVO PARA SOLUCION INYECTABLE I.M. | CEFAXONA 5--mg/Vial Polvo para Solución Inyectable I.M. + Diluyente. | Zensif (Ceftriaxona 5-- mg polvo para solución inyectable I.M + diluyente lidocaína 1% 2 ml);Vial/Ampolla
375;101002701;CEFUROXIMA 250mg/5ml suspensión, V.O.;S/P REGISTRADO;Frasco de jarabe
376;102022701;CIANOCOBALAMINA 1,000mcg/ml, solución, I.M.;DOLO-NEUROBION DC SOLUCION INYECTABLE INTRAMUSCULAR | COBALEX 1--- MCG/ML SOLUCION INYECTABLE I.M. | DOLO DOCEPLEX-D D.A. SOLUCIÓN INYECTABLE | CIANOCOBALAMINA QUALIPHARM/ 1--- MCG/ML/ SOLUCIÓN INYECTABLE/ I.M.;Vial/Ampolla
377;101010101;CIPROFLOXACINA 500mg, cápsula o tableta, V.O.;CIPROFLOXACINO CINFA 5--MG COMPRIMIDOS RECUBIERTOS | CIPROFLOXACINO NORMON 5-- MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG | CIPROFLOXACINO 5-- MG COMPRIMIDOS RECUBIERTOS;Pastilla - Cápsula
378;102077101;CIPROFLOXACINA LACTATO 200mg, solución, I.V.;CIPROFLOXACINO NORMON 2 MG/ML SOLUCIÓN PARA PERFUSIÓN EFG | GAAP OFTENO -.--5% SOLUCIÓN OFTÁLMICA ESTÉRIL | Ciprobac 2--mg/1--mL Solución Inyectable I.V. | CIPROLIFE 2--MG/1--ML SOLUCIÓN PARA INFUSION INTRAVENOSA;Vial/Ampolla
379;101001301;CLADRIBINA 10mg, tableta, V.O.;MAVENCLAD 1- MG COMPRIMIDOS;Pastilla - Cápsula
380;101066201;CLOMIFENO CITRATO 50mg, tableta, V.O.;CLOMIFENO CITRATO 5- MG TABLETAS;Pastilla - Cápsula
381;104014901;CLORANFENICOL  1%, ungüento, tubo 3-5g, Vía Oftálmica.;CLORANFENICOL UNGÜENTO OFTÁLMICO 1% | CLORANFENICOL 1% UNGUENTO OFTALMICO TUBO 3.5 GRAMOS;Frasco de gotas
382;103002903;CLORANFENICOL 0.5%, gotas, solución, frasco 5-15ml, Vía Oftálmica.;;Frasco de gotas
383;101008801;CLORFENIRAMINA MALEATO  4mg, tableta, V.O.;NIPOLEN 4MG COMPRIMIDOS | HISTAPRIN COMPRIMIDOS | Clorfeniramina 4 mg tabletas | CLORFENIRAMINA MP 4 MG COMPRIMIDOS;Pastilla - Cápsula
384;103016601;CLORFENIRAMINA MALEATO 2-2.5mg/5ml, jarabe, frasco, 120ml,  V.O.;HISTAPRIN S/C 2MG/5ML JARABE. | Clorfen 2 mg /5 ml Jarabe | PRILON SOLUCION | PRILON PEDIATRICO SOLUCION ORAL GOTAS;Frasco de jarabe
385;104000201;CLOSTRIDIOPEPTIDASA CON CLORANFENICOL 60UI/1g, ungüento, Vía Tópica.;;Crema/Ungüento
386;103041201;CLOTRIMAZOL 1-2%, solución, frasco,  20-30ml, Vía Tópica.;CREMASTEN 1% SOLUCIÓN TÓPICA;Crema/Ungüento
387;101074301;COLCHICINA 0.5mg-0.6mg,  tableta, V.O.;COLCHICINA INFARMA -.5MG CAPSULAS;Pastilla - Cápsula
388;103039801;COLESTIRAMINA RESINA 4g, polvo, sobre, V.O.;COLESTIRAMINA ANHIDRA 4 G POLVO PARA SUSPENSION ORAL;Frasco de jarabe
389;101057701;COMPLEJO B,  tableta, V.O.;NEUROCOMPLEX B CENCO TABLETAS | BEVIT NF TABLETAS RECUBIERTAS | COMPLEJO B TABLETAS | COMPLEJO B RIGAR;Pastilla - Cápsula
390;103058101;COMPLEJO B, elixir o jarabe, V.O.;Bevit Plus Elixir | Vitafer NF solución oral | Vitabex Complejo B jarabe | VitaBoost B Complex;Frasco de jarabe
391;104006501;CORTICOIDE DE BAJA POTENCIA NO FLUORINADO: DESONIDE, 0.05% o HIDROCORTISONA  0.25 -2.5%,  crema, tubo, 15-30g, Vía Tópica.;Gutisona -.25% crema tópica | HALCORT AL 1% /CREMA TOPICA. | HIDROCORTISONA 1% CREMA TÓPICA | HYDROPEX CREMA;Crema/Ungüento
392;103055001;CROMOGLICATO SÓDICO 4% peso/volumen, solución, frasco atomizador con dispositivo, Vía Nasal.;CROMOALERGIC AL 4% SOLUCIÓN NASAL;Inhalador
393;101074101;DANAZOL 200mg, cápsula o tableta, V.O.;S/P REGISTRADO;Pastilla - Cápsula
394;101000401;DAPAGLIFLOZINA 10mg, tableta, V.O.;FORXIGA 1- MG COMPRIMIDOS RECUBIERTOS CON PELÍCULA | FANTER 1-MG COMPRIMIDOS RECUBIERTOS | LIFAXER 1-MG COMPRIMIDO RECUBIERTO CON PELÍCULA | DAPADALT 1- MG COMPRIMIDOS RECUBIERTOS;Pastilla - Cápsula
395;102083001;DARATUMUMAB 20 mg/ml, concentrado para solución para infusión,  I.V.;;Vial/Ampolla
396;102096001;DERIVADOS DE ÁCIDO HIALURÓNICO  DE ALTO PESO MOLECULAR (mayor de 4 millones de Daltons), solución, uso Vía Intra-Articular.;SYNVISC (HILANO G-F 2-) 8MG/ML SOLUCIÓN INYECTABLE INTRA ARTICULAR;Vial/Ampolla
397;103051001;DESMOPRESINA ACETATO 0.1mg/ml, solución, frasco, 2.5ml, Vía Nasal.;DINADOM ACETATO DE DESMOPRESINA 5 MCG/DOSIS SOLUCION NASAL (SPRAY);Inhalador
398;102095001;DESMOPRESINA ACETATO 15mcg/ml, solución, I.V., S.C.;OCTOSTIM 15 MCG/ML SOLUCION INYECTABLE DC | DESMOPRESINA 15 ug/mL Solución Inyectable I.V., I.M.;Vial/Ampolla
399;101091101;DEXAMETASONA 4mg, tableta, V.O.;S/P REGISTRADO;Pastilla - Cápsula
400;103000602;DEXTROMETORFANO BROMHIDRATO 10mg/5ml, jarabe, frasco, 120ml, V.O.;TORFANOL 1- MG / 5 ML JARABE. | BRODEX DM JARABE | DEXTROMETORFANO 1-MG/5ML JARABE | METORFANO 1- MG/5 ML SOLUCIÓN ORAL NUEVA FÓRMULA;Frasco de jarabe
401;103062001;DEXTROSA 37.5g cada 100ml, solución oral, 200ml.;Glucotex 75 Solución Oral Sabor Naranja;Frasco de jarabe
